bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
357619,Song_of_songs 1:3,עַל־כֵּ֖ן עֲלָמֹ֥ות אֲהֵבֽוּךָ׃ ,אֲהֵבֽוּךָ,ἠγάπησάν,aorist indc,love,PRES..IND,your anointing oils are fragrant ; your name is oil poured out ; therefore virgins love you .,love,PRES..IND,Pleasing is the fragrance of your perfumes ; your name is like perfume poured out . No wonder the maidens love you !
357636,Song_of_songs 1:4,מֵישָׁרִ֖ים אֲהֵבֽוּךָ׃ ס ,אֲהֵבֽוּךָ,ἠγάπησέν,aorist indc,do they love,PRES..IMPV,Draw me after you ; let us run . The king has brought me into his chambers . OTHERS — We will exult and rejoice in you ; we will extol your love more than wine ; rightly do they love you .,they are to adore,PRES..IND,Take me away with you — let us hurry ! Let the king bring me into his chambers . We rejoice and delight in you ; we will praise your love more than wine . How right they are to adore you !
357720,Song_of_songs 1:9,לְסֻסָתִי֙ בְּרִכְבֵ֣י פַרְעֹ֔ה דִּמִּיתִ֖יךְ רַעְיָתִֽי׃ ,דִּמִּיתִ֖יךְ,ὡμοίωσά,aorist indc,I compare,PRES..IND,"I compare you , my love , to a mare among Pharaoh’s chariots .",I liken,PAST..IND,"I liken you , my darling , to a mare harnessed to one of the chariots of Pharaoh ."
357722,Song_of_songs 1:10,נָאו֤וּ לְחָיַ֨יִךְ֙ בַּתֹּרִ֔ים צַוָּארֵ֖ךְ בַּחֲרוּזִֽים׃ ,נָאו֤וּ,ὡραιώθησαν,aorist indc,are lovely,PRES..IND,"Your cheeks are lovely with ornaments , your neck with strings of jewels .",are beautiful,PRES..IND,"Your cheeks are beautiful with ear-rings , your neck with strings of jewels ."
357814,Song_of_songs 2:3,בְּצִלֹּו֙ חִמַּ֣דְתִּי ,חִמַּ֣דְתִּי,ἐπεθύμησα,aorist indc,delight,,"SHE — As an apple tree among the trees of the forest , so is my beloved among the young men . With great delight I sat in his shadow , and his fruit was sweet to my taste .",I delight,PRES..IND,"Like an apple tree among the trees of the forest is my lover among the young men . I delight to sit in his shade , and his fruit is sweet to my taste ."
357850,Song_of_songs 2:7,הִשְׁבַּ֨עְתִּי אֶתְכֶ֜ם בְּנֹ֤ות יְרוּשָׁלִַ֨ם֙ בִּצְבָאֹ֔ות אֹ֖ו בְּאַיְלֹ֣ות הַשָּׂדֶ֑ה ,הִשְׁבַּ֨עְתִּי,ὥρκισα,aorist indc,I adjure,PRES..IND,"I adjure you , O daughters of Jerusalem , by the gazelles or the does of the field , that you not stir up or awaken love until it pleases .",I charge,PRES..IND,"Daughters of Jerusalem , I charge you by the gazelles and by the does of the field : Do not arouse or awaken love until it so desires ."
357923,Song_of_songs 2:11,כִּֽי־הִנֵּ֥ה הַסְּתָ֖יו עָבָ֑ר ,עָבָ֑ר,παρῆλθεν,aorist indc,is past,PRES..IND,"for behold , the winter is past ; the rain is over and gone .",is past,PRES..IND,See ! The winter is past ; the rains are over and gone .
357926,Song_of_songs 2:11,הַגֶּ֕שֶׁם חָלַ֖ף ,חָלַ֖ף,ἀπῆλθεν,aorist indc,is over,PRES..IND,"for behold , the winter is past ; the rain is over and gone .",are over,PRES..IND,See ! The winter is past ; the rains are over and gone .
357931,Song_of_songs 2:12,הַנִּצָּנִים֙ נִרְא֣וּ בָאָ֔רֶץ ,נִרְא֣וּ,ὤφθη,aorist indc,appear,PRES..IND,"The flowers appear on the earth , the time of singing has come , and the voice of the turtledove is heard in our land .",appear,PRES..IND,"Flowers appear on the earth ; the season of singing has come , the cooing of doves is heard in our land ."
357943,Song_of_songs 2:12,וְקֹ֥ול הַתֹּ֖ור נִשְׁמַ֥ע בְּאַרְצֵֽנוּ׃ ,נִשְׁמַ֥ע,ἠκούσθη,aorist indc,is heard,PRES..IND,"The flowers appear on the earth , the time of singing has come , and the voice of the turtledove is heard in our land .",is heard,PRES..IND,"Flowers appear on the earth ; the season of singing has come , the cooing of doves is heard in our land ."
357948,Song_of_songs 2:13,הַתְּאֵנָה֙ חָֽנְטָ֣ה פַגֶּ֔יהָ ,חָֽנְטָ֣ה,ἐξήνεγκεν,aorist indc,ripens,PRES..IND,"The fig tree ripens its figs , and the vines are in blossom ; they give forth fragrance . Arise , my love , my beautiful one , and come away .",forms,,"The fig-tree forms its early fruit ; the blossoming vines spread their fragrance . Arise , come , my darling ; my beautiful one , come with me . ”"
357954,Song_of_songs 2:13,וְהַגְּפָנִ֥ים׀ סְמָדַ֖ר נָ֣תְנוּ רֵ֑יחַ ,נָ֣תְנוּ,ἔδωκαν,aorist indc,they give forth,PRES..IND,"The fig tree ripens its figs , and the vines are in blossom ; they give forth fragrance . Arise , my love , my beautiful one , and come away .",spread,PRES..IND,"The fig-tree forms its early fruit ; the blossoming vines spread their fragrance . Arise , come , my darling ; my beautiful one , come with me . ”"
358103,Song_of_songs 3:5,הִשְׁבַּ֨עְתִּי אֶתְכֶ֜ם בְּנֹ֤ות יְרוּשָׁלִַ֨ם֙ בִּצְבָאֹ֔ות אֹ֖ו בְּאַיְלֹ֣ות הַשָּׂדֶ֑ה אִם־תָּעִ֧ירוּ׀ וְֽאִם־תְּעֹֽורְר֛וּ אֶת־הָאַהֲבָ֖ה עַ֥ד שֶׁתֶּחְפָּֽץ׃ ס ,הִשְׁבַּ֨עְתִּי,ὥρκισα,aorist indc,I adjure,PRES..IND,"I adjure you , O daughters of Jerusalem , by the gazelles or the does of the field , that you not stir up or awaken love until it pleases .",I charge,PRES..IND,"Daughters of Jerusalem , I charge you by the gazelles and by the does of the field : Do not arouse or awaken love until it so desires ."
358362,Song_of_songs 4:10,מַה־יָּפ֥וּ דֹדַ֖יִךְ אֲחֹתִ֣י כַלָּ֑ה ,יָּפ֥וּ,ἐκαλλιώθησαν,aorist indc,beautiful,,"How beautiful is your love , my sister , my bride ! How much better is your love than wine , and the fragrance of your oils than any spice !",delightful is,PRES..IND,"How delightful is your love , my sister , my bride ! How much more pleasing is your love than wine , and the fragrance of your perfume than any spice !"
358367,Song_of_songs 4:10,מַה־טֹּ֤בוּ דֹדַ֨יִךְ֙ מִיַּ֔יִן וְרֵ֥יחַ שְׁמָנַ֖יִךְ מִכָּל־בְּשָׂמִֽים׃ ,טֹּ֤בוּ,ἐκαλλιώθησαν,aorist indc,better is,PRES..IND,"How beautiful is your love , my sister , my bride ! How much better is your love than wine , and the fragrance of your oils than any spice !",pleasing is,PRES..,"How delightful is your love , my sister , my bride ! How much more pleasing is your love than wine , and the fragrance of your perfume than any spice !"
358572,Song_of_songs 5:8,הִשְׁבַּ֥עְתִּי אֶתְכֶ֖ם בְּנֹ֣ות יְרוּשָׁלִָ֑ם ,הִשְׁבַּ֥עְתִּי,ὥρκισα,aorist indc,I adjure,PRES..IND,"I adjure you , O daughters of Jerusalem , if you find my beloved , that you tell him I am sick with love .",I charge,PRES..IND,"O daughters of Jerusalem , I charge you — if you find my lover , what will you tell him ? Tell him I am faint with love ."
358602,Song_of_songs 5:9,מַה־דֹּודֵ֣ךְ מִדֹּ֔וד שֶׁכָּ֖כָה הִשְׁבַּעְתָּֽנוּ׃ ,הִשְׁבַּעְתָּֽנוּ,ὥρκισας,aorist indc,you adjure,PRES..IND,"OTHERS — What is your beloved more than another beloved , O most beautiful among women ? What is your beloved more than another beloved , that you thus adjure us ?",you charge,PRES..IND,"How is your beloved better than others , most beautiful of women ? How is your beloved better than others , that you charge us so ?"
358743,Song_of_songs 6:5,הָסֵ֤בִּי עֵינַ֨יִךְ֙ מִנֶּגְדִּ֔י שֶׁ֥הֵ֖ם הִרְהִיבֻ֑נִי ,הִרְהִיבֻ֑נִי,ἀνεπτέρωσάν,aorist indc,overwhelm,PRES..IND,"Turn away your eyes from me , for they overwhelm me — Your hair is like a flock of goats leaping down the slopes of Gilead .",overwhelm,PRES..IND,Turn your eyes from me ; they overwhelm me . Your hair is like a flock of goats descending from Gilead .
358947,Song_of_songs 7:7,מַה־יָּפִית֙ ,יָּפִית֙,ὡραιώθης,aorist indc,beautiful,,"How beautiful and pleasant you are , O loved one , with all your delights !",beautiful you are,PRES..IND,"How beautiful you are and how pleasing , O love , with your delights !"
358957,Song_of_songs 7:8,זֹ֤את קֹֽומָתֵךְ֙ דָּֽמְתָ֣ה לְתָמָ֔ר וְשָׁדַ֖יִךְ לְאַשְׁכֹּלֹֽות׃ ,דָּֽמְתָ֣ה,ὡμοιώθη,aorist indc,is like,PRES..IND,"Your stature is like a palm tree , and your breasts are like its clusters .",is like,PRES..IND,"Your stature is like that of the palm , and your breasts like clusters of fruit ."
358964,Song_of_songs 7:9,אָמַ֨רְתִּי֙ ,אָמַ֨רְתִּי֙,εἶπα,aorist indc,I say,PRES..IND,"I say I will climb the palm tree and lay hold of its fruit . Oh may your breasts be like clusters of the vine , and the scent of your breath like apples ,",I said,PAST..IND,"I said , “ I will climb the palm tree ; I will take hold of its fruit . ” May your breasts be like the clusters of the vine , the fragrance of your breath like apples ,"
359026,Song_of_songs 7:13,נִרְאֶ֞ה אִם פָּֽרְחָ֤ה הַגֶּ֨פֶן֙ פִּתַּ֣ח הַסְּמָדַ֔ר הֵנֵ֖צוּ הָרִמֹּונִ֑ים ,הֵנֵ֖צוּ,ἤνθησαν,aorist indc,are in bloom,PRES..IND,"let us go out early to the vineyards and see whether the vines have budded , whether the grape blossoms have opened and the pomegranates are in bloom . There I will give you my love .",are in bloom,PRES..IND,"Let us go early to the vineyards to see if the vines have budded , if their blossoms have opened , and if the pomegranates are in bloom — there I will give you my love ."
359036,Song_of_songs 7:14,הַֽדּוּדָאִ֣ים נָֽתְנוּ־רֵ֗יחַ ,נָֽתְנוּ,ἔδωκαν,aorist indc,give forth,PRES..IND,"The mandrakes give forth fragrance , and beside our doors are all choice fruits , new as well as old , which I have laid up for you , O my beloved .",send out,PRES..IND,"The mandrakes send out their fragrance , and at our door is every delicacy , both new and old , that I have stored up for you , my lover ."
359086,Song_of_songs 8:4,הִשְׁבַּ֥עְתִּי אֶתְכֶ֖ם בְּנֹ֣ות יְרוּשָׁלִָ֑ם מַה־תָּעִ֧ירוּ׀ וּֽמַה־תְּעֹֽרְר֛וּ אֶת־הָאַהֲבָ֖ה עַ֥ד שֶׁתֶּחְפָּֽץ׃ ס ,הִשְׁבַּ֥עְתִּי,ὥρκισα,aorist indc,I adjure,PRES..IND,"I adjure you , O daughters of Jerusalem , that you not stir up or awaken love until it pleases .",I charge,PRES..IND,"Daughters of Jerusalem , I charge you : Do not arouse or awaken love until it so desires ."
359285,Ecclesiastes 1:2,אָמַ֣ר קֹהֶ֔לֶת ,אָמַ֣ר,εἶπεν,aorist indc,says,PRES..IND,"Vanity of vanities , says the Preacher , vanity of vanities ! All is vanity .",says,PRES..IND,“ Meaningless ! Meaningless ! ” says the Teacher . “ Utterly meaningless ! Everything is meaningless . ”
360080,Ecclesiastes 2:24,גַּם־זֹה֙ רָאִ֣יתִי אָ֔נִי כִּ֛י מִיַּ֥ד הָאֱלֹהִ֖ים הִֽיא׃ ,רָאִ֣יתִי,εἶδον,aorist indc,saw,PAST..IND,"There is nothing better for a person than that he should eat and drink and find enjoyment in his toil . This also , I saw , is from the hand of God ,",see,PRES..IND,"A man can do nothing better than to eat and drink and find satisfaction in his work . This too , I see , is from the hand of God ,"
360103,Ecclesiastes 2:26,כִּ֤י לְאָדָם֙ שֶׁטֹּ֣וב לְפָנָ֔יו נָתַ֛ן חָכְמָ֥ה וְדַ֖עַת וְשִׂמְחָ֑ה ,נָתַ֛ן,ἔδωκεν,aorist indc,has given,PRES.PERF.IND,"For to the one who pleases him God has given wisdom and knowledge and joy , but to the sinner he has given the business of gathering and collecting , only to give to one who pleases God . This also is vanity and a striving after wind .",God gives,PRES..IND,"To the man who pleases him , God gives wisdom , knowledge and happiness , but to the sinner he gives the task of gathering and storing up wealth to hand it over to the one who pleases God . This too is meaningless , a chasing after the wind ."
360113,Ecclesiastes 2:26,וְלַחֹוטֶא֩ נָתַ֨ן עִנְיָ֜ן לֶאֱסֹ֣וף וְלִכְנֹ֗וס לָתֵת֙ לְטֹוב֙ לִפְנֵ֣י הָֽאֱלֹהִ֔ים ,נָתַ֨ן,ἔδωκεν,aorist indc,he has given,PRES.PERF.IND,"For to the one who pleases him God has given wisdom and knowledge and joy , but to the sinner he has given the business of gathering and collecting , only to give to one who pleases God . This also is vanity and a striving after wind .",he gives,PRES..IND,"To the man who pleases him , God gives wisdom , knowledge and happiness , but to the sinner he gives the task of gathering and storing up wealth to hand it over to the one who pleases God . This too is meaningless , a chasing after the wind ."
360299,Ecclesiastes 3:12,יָדַ֕עְתִּי כִּ֛י אֵ֥ין טֹ֖וב בָּ֑ם כִּ֣י אִם־לִשְׂמֹ֔וחַ וְלַעֲשֹׂ֥ות טֹ֖וב בְּחַיָּֽיו׃ ,יָדַ֕עְתִּי,ἔγνων,aorist indc,I perceived,PAST..IND,I perceived that there is nothing better for them than to be joyful and to do good as long as they live ;,I know,PRES..IND,I know that there is nothing better for men than to be happy and do good while they live .
360332,Ecclesiastes 3:14,יָדַ֗עְתִּי כִּ֠י כָּל־אֲשֶׁ֨ר יַעֲשֶׂ֤ה הָאֱלֹהִים֙ ה֚וּא יִהְיֶ֣ה לְעֹולָ֔ם ,יָדַ֗עְתִּי,ἔγνων,aorist indc,I perceived,PAST..IND,"I perceived that whatever God does endures forever ; nothing can be added to it , nor anything taken from it . God has done it , so that people fear before him .",I know,PRES..IND,I know that everything God does will endure forever ; nothing can be added to it and nothing taken from it . God does it so that men will revere him .
360355,Ecclesiastes 3:14,וְהָאֱלֹהִ֣ים עָשָׂ֔ה שֶׁיִּֽרְא֖וּ מִלְּפָנָֽיו׃ ,עָשָׂ֔ה,ἐποίησεν,aorist indc,has done,PRES.PERF.IND,"I perceived that whatever God does endures forever ; nothing can be added to it , nor anything taken from it . God has done it , so that people fear before him .",does,PRES..IND,I know that everything God does will endure forever ; nothing can be added to it and nothing taken from it . God does it so that men will revere him .
360488,Ecclesiastes 3:20,הַכֹּל֙ הָיָ֣ה מִן־הֶֽעָפָ֔ר ,הָיָ֣ה,ἐγένετο,aorist indc,are,PRES..IND,"All go to one place . All are from the dust , and to dust all return .",come,PRES..IND,"All go to the same place ; all come from dust , and to dust all return ."
360785,Ecclesiastes 4:13,טֹ֛וב יֶ֥לֶד מִסְכֵּ֖ן וְחָכָ֑ם מִמֶּ֤לֶךְ זָקֵן֙ וּכְסִ֔יל אֲשֶׁ֛ר לֹא־יָדַ֥ע לְהִזָּהֵ֖ר עֹֽוד׃ ,יָדַ֥ע,ἔγνω,aorist indc,knew,PAST..IND,Better was a poor and wise youth than an old and foolish king who no longer knew how to take advice .,knows,PRES..IND,Better a poor but wise youth than an old but foolish king who no longer knows how to take warning .
361044,Ecclesiastes 5:10,בִּרְבֹות֙ הַטֹּובָ֔ה רַבּ֖וּ אֹוכְלֶ֑יהָ ,רַבּ֖וּ,ἐπληθύνθησαν,aorist indc,they increase,PRES..IND,"When goods increase , they increase who eat them , and what advantage has their owner but to see them with his eyes ?",,,
361099,Ecclesiastes 5:13,וְהֹולִ֣יד בֵּ֔ן ,הֹולִ֣יד,ἐγέννησεν,aorist indc,he is father,PRES..IND,"and those riches were lost in a bad venture . And he is father of a son , but he has nothing in his hand .",he has,PRES..IND,"or wealth lost through some misfortune , so that when he has a son there is nothing left for him ."
361108,Ecclesiastes 5:14,כַּאֲשֶׁ֤ר יָצָא֙ מִבֶּ֣טֶן אִמֹּ֔ו ,יָצָא֙,ἐξῆλθεν,aorist indc,he came,PAST..IND,"As he came from his mother’s womb he shall go again , naked as he came , and shall take nothing for his toil that he may carry away in his hand .",comes,PRES..IND,"Naked a man comes from his mother’s womb , and as he comes , so he departs . He takes nothing from his labour that he can carry in his hand ."
361203,Ecclesiastes 5:18,גַּ֣ם כָּֽל־הָאָדָ֡ם אֲשֶׁ֣ר נָֽתַן־לֹ֣ו הָאֱלֹהִים֩ עֹ֨שֶׁר וּנְכָסִ֜ים וְהִשְׁלִיטֹ֨ו לֶאֱכֹ֤ל מִמֶּ֨נּוּ֙ וְלָשֵׂ֣את אֶת־חֶלְקֹ֔ו וְלִשְׂמֹ֖חַ בַּעֲמָלֹ֑ו זֹ֕ה מַתַּ֥ת אֱלֹהִ֖ים הִֽיא׃ ,נָֽתַן,ἔδωκεν,aorist indc,has given,PRES.PERF.IND,"Everyone also to whom God has given wealth and possessions and power to enjoy them , and to accept his lot and rejoice in his toil — this is the gift of God .",gives,PRES..IND,"Moreover , when God gives any man wealth and possessions , and enables him to enjoy them , to accept his lot and be happy in his work — this is a gift of God ."
361211,Ecclesiastes 5:18,גַּ֣ם כָּֽל־הָאָדָ֡ם אֲשֶׁ֣ר נָֽתַן־לֹ֣ו הָאֱלֹהִים֩ עֹ֨שֶׁר וּנְכָסִ֜ים וְהִשְׁלִיטֹ֨ו לֶאֱכֹ֤ל מִמֶּ֨נּוּ֙ וְלָשֵׂ֣את אֶת־חֶלְקֹ֔ו וְלִשְׂמֹ֖חַ בַּעֲמָלֹ֑ו זֹ֕ה מַתַּ֥ת אֱלֹהִ֖ים הִֽיא׃ ,הִשְׁלִיטֹ֨ו,ἐξουσίασεν,aorist indc,power,,"Everyone also to whom God has given wealth and possessions and power to enjoy them , and to accept his lot and rejoice in his toil — this is the gift of God .",enables,PRES..IND,"Moreover , when God gives any man wealth and possessions , and enables him to enjoy them , to accept his lot and be happy in his work — this is a gift of God ."
361319,Ecclesiastes 6:3,וְגַם־קְבוּרָ֖ה לֹא־הָ֣יְתָה לֹּ֑ו ,הָ֣יְתָה,ἐγένετο,aorist indc,has,PRES..IND,"If a man fathers a hundred children and lives many years , so that the days of his years are many , but his soul is not satisfied with life’s good things , and he also has no burial , I say that a stillborn child is better off than he .",,,
361321,Ecclesiastes 6:3,אָמַ֕רְתִּי ,אָמַ֕רְתִּי,εἶπα,aorist indc,I say,PRES..IND,"If a man fathers a hundred children and lives many years , so that the days of his years are many , but his soul is not satisfied with life’s good things , and he also has no burial , I say that a stillborn child is better off than he .",I say,PRES..IND,"A man may have a hundred children and live many years ; yet no matter how long he lives , if he cannot enjoy his prosperity and does not receive proper burial , I say that a stillborn child is better off than he ."
361330,Ecclesiastes 6:4,כִּֽי־בַהֶ֥בֶל בָּ֖א ,בָּ֖א,ἦλθεν,aorist indc,it comes,PRES..IND,"For it comes in vanity and goes in darkness , and in darkness its name is covered .",It comes,PRES..IND,"It comes without meaning , it departs in darkness , and in darkness its name is shrouded ."
361356,Ecclesiastes 6:6,וְאִלּ֣וּ חָיָ֗ה אֶ֤לֶף שָׁנִים֙ פַּעֲמַ֔יִם ,חָיָ֗ה,ἔζησεν,aorist indc,he should live,PRES..IMPV,"Even though he should live a thousand years twice over , yet enjoy no good — do not all go to the one place ?",he lives,PRES..IND,even if he lives a thousand years twice over but fails to enjoy his prosperity . Do not all go to the same place ?
361611,Ecclesiastes 7:10,כִּ֛י לֹ֥א מֵחָכְמָ֖ה שָׁאַ֥לְתָּ עַל־זֶֽה׃ ,שָׁאַ֥לְתָּ,ἐπηρώτησας,aorist indc,you ask,PRES..IND,"Say not , “ Why were the former days better than these ? ” For it is not from wisdom that you ask this .",ask,..,"Do not say , “ Why were the old days better than these ? ” For it is not wise to ask such questions ."
361870,Ecclesiastes 7:27,אָמְרָ֖ה קֹהֶ֑לֶת ,אָמְרָ֖ה,εἶπεν,aorist indc,says,PRES..IND,"Behold , this is what I found , says the Preacher , while adding one thing to another to find the scheme of things —",says,PRES..IND,"“ Look , ” says the Teacher , “ this is what I have discovered : “ Adding one thing to another to discover the scheme of things —"
362055,Ecclesiastes 8:9,עֵ֗ת אֲשֶׁ֨ר שָׁלַ֧ט הָאָדָ֛ם בְּאָדָ֖ם לְרַ֥ע לֹֽו׃ ,שָׁלַ֧ט,ἐξουσιάσατο,aorist indc,had power,PAST..IND,"All this I observed while applying my heart to all that is done under the sun , when man had power over man to his hurt .",lords,PRES..IND,"All this I saw , as I applied my mind to everything done under the sun . There is a time when a man lords it over others to his own hurt ."
362097,Ecclesiastes 8:11,עַל־כֵּ֡ן מָלֵ֞א לֵ֧ב בְּֽנֵי־הָאָדָ֛ם בָּהֶ֖ם לַעֲשֹׂ֥ות רָֽע׃ ,מָלֵ֞א,ἐπληροφορήθη,aorist indc,is fully set,PRES..IND,"Because the sentence against an evil deed is not executed speedily , the heart of the children of man is fully set to do evil .",are filled,PRES..IND,"When the sentence for a crime is not quickly carried out , the hearts of the people are filled with schemes to do wrong ."
362178,Ecclesiastes 8:14,אָמַ֕רְתִּי שֶׁגַּם־זֶ֖ה הָֽבֶל׃ ,אָמַ֕רְתִּי,εἶπα,aorist indc,I said,PAST..IND,"There is a vanity that takes place on earth , that there are righteous people to whom it happens according to the deeds of the wicked , and there are wicked people to whom it happens according to the deeds of the righteous . I said that this also is vanity .",I say,PRES..IND,"There is something else meaningless that occurs on earth : righteous men who get what the wicked deserve , and wicked men who get what the righteous deserve . This too , I say , is meaningless ."
362460,Ecclesiastes 9:5,כִּ֥י נִשְׁכַּ֖ח זִכְרָֽם׃ ,נִשְׁכַּ֖ח,ἐπελήσθη,aorist indc,is forgotten,PRES..IND,"For the living know that they will die , but the dead know nothing , and they have no more reward , for the memory of them is forgotten .",is forgotten,PRES..IND,"For the living know that they will die , but the dead know nothing ; they have no further reward , and even the memory of them is forgotten ."
362497,Ecclesiastes 9:7,כִּ֣י כְבָ֔ר רָצָ֥ה הָאֱלֹהִ֖ים אֶֽת־מַעֲשֶֽׂיךָ׃ ,רָצָ֥ה,εὐδόκησεν,aorist indc,has approved,PRES.PERF.IND,"Go , eat your bread with joy , and drink your wine with a merry heart , for God has already approved what you do .",favours,PRES..IND,"Go , eat your food with gladness , and drink your wine with a joyful heart , for it is now that God favours what you do ."
362519,Ecclesiastes 9:9,רְאֵ֨ה חַיִּ֜ים עִם־אִשָּׁ֣ה אֲשֶׁר־אָהַ֗בְתָּ כָּל־יְמֵי֙ חַיֵּ֣י הֶבְלֶ֔ךָ אֲשֶׁ֤ר נָֽתַן־לְךָ֙ תַּ֣חַת הַשֶּׁ֔מֶשׁ כֹּ֖ל יְמֵ֣י הֶבְלֶ֑ךָ ,אָהַ֗בְתָּ,ἠγάπησας,aorist indc,you love,PRES..IND,"Enjoy life with the wife whom you love , all the days of your vain life that he has given you under the sun , because that is your portion in life and in your toil at which you toil under the sun .",you love,PRES..IND,"Enjoy life with your wife , whom you love , all the days of this meaningless life that God has given you under the sun — all your meaningless days . For this is your lot in life and in your toilsome labour under the sun ."
362714,Ecclesiastes 9:16,וְאָמַ֣רְתִּי אָ֔נִי ,אָמַ֣רְתִּי,εἶπα,aorist indc,say,PRES..IND,"But I say that wisdom is better than might , though the poor man’s wisdom is despised and his words are not heard .",said,PAST..IND,"So I said , “ Wisdom is better than strength . ” But the poor man’s wisdom is despised , and his words are no longer heeded ."
362820,Ecclesiastes 10:6,נִתַּ֣ן הַסֶּ֔כֶל בַּמְּרֹומִ֖ים רַבִּ֑ים ,נִתַּ֣ן,ἐδόθη,aorist indc,is set,PRES..IND,"folly is set in many high places , and the rich sit in a low place .",are put,PRES..IND,"Fools are put in many high positions , while the rich occupy the low ones ."
362870,Ecclesiastes 10:10,וְהוּא֙ לֹא־פָנִ֣ים קִלְקַ֔ל ,קִלְקַ֔ל,ἐτάραξεν,aorist indc,does sharpen,PRES..IND,"If the iron is blunt , and one does not sharpen the edge , he must use more strength , but wisdom helps one to succeed .",unsharpened,,"If the axe is dull and its edge unsharpened , more strength is needed but skill will bring success ."
362935,Ecclesiastes 10:15,עֲמַ֥ל הַכְּסִילִ֖ים תְּיַגְּעֶ֑נּוּ אֲשֶׁ֥ר לֹֽא־יָדַ֖ע לָלֶ֥כֶת אֶל־עִֽיר׃ ,יָדַ֖ע,ἔγνω,aorist indc,he does know,PRES..IND,"The toil of a fool wearies him , for he does not know the way to the city .",he does know,PRES..IND,A fool’s work wearies him ; he does not know the way to town .
363291,Ecclesiastes 12:3,בַּיֹּ֗ום שֶׁיָּזֻ֨עוּ֙ שֹׁמְרֵ֣י הַבַּ֔יִת וְהִֽתְעַוְּת֖וּ אַנְשֵׁ֣י הֶחָ֑יִל וּבָטְל֤וּ הַטֹּֽחֲנֹות֙ וְחָשְׁכ֥וּ הָרֹאֹ֖ות בָּאֲרֻבֹּֽות׃ וְסֻגְּר֤וּ דְלָתַ֨יִם֙ בַּשּׁ֔וּק בִּשְׁפַ֖ל קֹ֣ול הַֽטַּחֲנָ֑ה גַּ֣ם מִגָּבֹ֤הַּ יִרָ֨אוּ֙ וְחַתְחַתִּ֣ים בַּדֶּ֔רֶךְ וְיָנֵ֤אץ הַשָּׁקֵד֙ וְיִסְתַּבֵּ֣ל הֶֽחָגָ֔ב וְתָפֵ֖ר הָֽאֲבִיֹּונָ֑ה ,בָטְל֤וּ,ἤργησαν,aorist indc,cease,PRES..IND,"in the day when the keepers of the house tremble , and the strong men are bent , and the grinders cease because they are few , and those who look through the windows are dimmed ,",cease,PRES..IND,"when the keepers of the house tremble , and the strong men stoop , when the grinders cease because they are few , and those looking through the windows grow dim ;"
363295,Ecclesiastes 12:3,כִּ֣י מִעֵ֔טוּ ,מִעֵ֔טוּ,ὠλιγώθησαν,aorist indc,they are few,PRES..IND,"in the day when the keepers of the house tremble , and the strong men are bent , and the grinders cease because they are few , and those who look through the windows are dimmed ,",they are few,PRES..IND,"when the keepers of the house tremble , and the strong men stoop , when the grinders cease because they are few , and those looking through the windows grow dim ;"
363355,Ecclesiastes 12:5,וְסָבְב֥וּ בַשּׁ֖וּק הַסֹּפְדִֽים׃ ,סָבְב֥וּ,ἐκύκλωσαν,aorist indc,go about,PRES..IND,"they are afraid also of what is high , and terrors are in the way ; the almond tree blossoms , the grasshopper drags itself along , and desire fails , because man is going to his eternal home , and the mourners go about the streets —",go about,PRES..IND,when men are afraid of heights and of dangers in the streets ; when the almond tree blossoms and the grasshopper drags himself along and desire no longer is stirred . Then man goes to his eternal home and mourners go about the streets .
363407,Ecclesiastes 12:8,הֲבֵ֧ל הֲבָלִ֛ים אָמַ֥ר הַקֹּוהֶ֖לֶת ,אָמַ֥ר,εἶπεν,aorist indc,says,PRES..IND,"Vanity of vanities , says the Preacher ; all is vanity .",says,PRES..IND,“ Meaningless ! Meaningless ! ” says the Teacher . “ Everything is meaningless ! ”
363454,Ecclesiastes 12:11,נִתְּנ֖וּ מֵרֹעֶ֥ה אֶחָֽד׃ ,נִתְּנ֖וּ,ἐδόθησαν,aorist indc,they are given,PRES..IND,"The words of the wise are like goads , and like nails firmly fixed are the collected sayings ; they are given by one Shepherd .",given,,"The words of the wise are like goads , their collected sayings like firmly embedded nails — given by one Shepherd ."
363618,Lamentations 1:6,הָי֣וּ שָׂרֶ֗יהָ כְּאַיָּלִים֙ ,הָי֣וּ,ἐγένοντο,aorist indc,have become,PRES.PERF.IND,From the daughter of Zion all her majesty has departed . Her princes have become like deer that find no pasture ; they fled without strength before the pursuer .,are,PRES..IND,All the splendour has departed from the Daughter of Zion . Her princes are like deer that find no pasture ; in weakness they have fled before the pursuer .
364029,Lamentations 2:3,וַיִּבְעַ֤ר בְּיַעֲקֹב֙ כְּאֵ֣שׁ לֶֽהָבָ֔ה אָכְלָ֖ה סָבִֽיב׃ ס ,אָכְלָ֖ה,κατέφαγεν,aorist indc,consuming,PRES..,"He has cut down in fierce anger all the might of Israel ; he has withdrawn from them his right hand in the face of the enemy ; he has burned like a flaming fire in Jacob , consuming all around .",consumes,PRES..IND,In fierce anger he has cut off every horn of Israel . He has withdrawn his right hand at the approach of the enemy . He has burned in Jacob like a flaming fire that consumes everything around it .
